;defender_points;defender_values;defenders;forward_points;forward_values;forwards;goalkeeper_points;goalkeeper_values;goalkeepers;midfielder_points;midfielder_values;midfielders;total_points;total_value
845;[130.0, 109.0, 95.0, 82.0];[2800000, 1280000, 850000, 720000];['Bartra', 'Coke', 'De Marcos', 'Capa'];[428.0, 239.0, 172.0];[22790000, 9660000, 3210000];['Messi', 'Borja Iglesias', 'Ángel Rodríguez'];[178.0];[3580000];['David Soria'];[201.0, 173.0, 150.0, 129.0, 104.0, 50.0];[4620000, 3570000, 3230000, 1110000, 300000, 150000];['Jordan', 'Marc Roca', 'Melendo', 'Yokuslu', 'Wakaso', 'Amadou'];2240.0;57870000
846;[153.0, 152.0, 148.0, 86.0];[2690000, 2550000, 2240000, 1160000];['Cabrera', 'Damián Suárez', 'Yuri', 'Naldo'];[262.0, 210.0, 179.0];[11740000, 8310000, 3990000];['Luis Suárez', 'Oyarzabal', 'Dembélé'];[157.0];[2560000];['Asenjo'];[255.0, 171.0, 176.0, 137.0, 118.0, 81.0];[11420000, 3780000, 3210000, 2670000, 660000, 290000];['Parejo', 'Darder', 'Alcaraz', 'Franco Vázquez', 'Diop', 'Pione Sisto'];2285.0;57270000
847;[118.0, 131.0, 99.0, 104.0];[3150000, 1940000, 770000, 290000];['Junior Firpo', 'Pedraza', 'Héctor Moreno', 'Arbilla'];[428.0, 209.0, 73.0];[22790000, 6440000, 190000];['Messi', 'Jaime Mata', 'Kike García'];[150.0];[2810000];['Masip'];[195.0, 178.0, 138.0, 174.0, 125.0, 90.0];[5530000, 4790000, 3590000, 3360000, 1570000, 450000];['Rakitic', 'Raúl García', 'Kroos', 'Vidal', 'Tomás Pina', 'Ferrán Torres'];2212.0;57670000
848;[166.0, 133.0, 141.0, 90.0];[3040000, 1840000, 1450000, 1340000];['Calero', 'Funes Mori', 'Araujo', 'Vezo'];[428.0, 210.0, 155.0];[22790000, 8310000, 1890000];['Messi', 'Oyarzabal', 'Roger'];[178.0];[3580000];['David Soria'];[162.0, 149.0, 148.0, 133.0, 73.0, 52.0];[4120000, 3440000, 2320000, 1660000, 590000, 150000];['Muniain', 'Busquets', 'Óscar Rodríguez', 'Escalante', 'Boudebouz', 'Córdoba'];2218.0;56520000
849;[227.0, 123.0, 166.0, 105.0];[8360000, 3210000, 2240000, 510000];['Piqué', 'Sergi Roberto', 'Nacho Martínez', 'Kjaer'];[244.0, 209.0, 179.0];[11150000, 6440000, 4670000];['Griezmann', 'Jaime Mata', 'Ezequiel Ávila'];[148.0];[2200000];['Cuéllar'];[174.0, 154.0, 138.0, 151.0, 125.0, 72.0];[3360000, 3170000, 2130000, 1790000, 1570000, 680000];['Vidal', 'Brais Méndez', 'Arambarri', 'Michel Herrero', 'Tomás Pina', 'Aleña'];2215.0;51480000
850;[133.0, 133.0, 108.0, 78.0];[3220000, 1840000, 790000, 180000];['Iñigo Martínez', 'Funes Mori', 'Bustinza', 'Rodrigo Tarín'];[428.0, 209.0, 136.0];[22790000, 6440000, 3840000];['Messi', 'Jaime Mata', 'Santi Mina'];[178.0];[3580000];['David Soria'];[178.0, 166.0, 174.0, 148.0, 133.0, 65.0];[4790000, 4720000, 3360000, 2320000, 1660000, 160000];['Raúl García', 'Koke', 'Vidal', 'Óscar Rodríguez', 'Escalante', 'Hernán Pérez'];2267.0;59690000
851;[169.0, 111.0, 166.0, 117.0];[4540000, 3330000, 3040000, 1550000];['Gayà', 'Giménez', 'Calero', 'Aritz Elustondo'];[188.0, 209.0, 179.0];[7850000, 6440000, 4670000];['Rodrigo', 'Jaime Mata', 'Ezequiel Ávila'];[167.0];[4720000];['Ter Stegen'];[184.0, 194.0, 171.0, 156.0, 152.0, 72.0];[6330000, 4200000, 3780000, 2790000, 2650000, 180000];['Lo Celso', 'Campaña', 'Darder', 'Tello', 'Thomas', 'Brasanac'];2235.0;56070000
852;[227.0, 166.0, 143.0, 100.0];[8360000, 3040000, 1990000, 950000];['Piqué', 'Calero', 'Miramón', 'Santiago Arias'];[209.0, 165.0, 172.0];[7540000, 5000000, 3110000];['Williams', 'Willian José', 'Sergi Enrich'];[173.0];[3610000];['Pacheco'];[215.0, 162.0, 176.0, 117.0, 125.0, 82.0];[6860000, 4120000, 3210000, 2810000, 1570000, 170000];['Cazorla', 'Muniain', 'Alcaraz', 'Banega', 'Tomás Pina', 'San José'];2232.0;52340000
853;[178.0, 130.0, 174.0, 158.0];[5620000, 2800000, 2440000, 2340000];['Hermoso', 'Bartra', 'Rubén Peña', 'Mandi'];[244.0, 263.0, 118.0];[11150000, 10710000, 1500000];['Griezmann', 'Benzema', 'Bacca'];[106.0];[2220000];['Dmitrovic'];[215.0, 153.0, 171.0, 156.0, 137.0, 73.0];[6860000, 3800000, 3780000, 2790000, 2670000, 590000];['Cazorla', 'Orellana', 'Darder', 'Tello', 'Franco Vázquez', 'Boudebouz'];2276.0;59270000
854;[151.0, 90.0, 122.0, 126.0];[4960000, 1340000, 1100000, 370000];['Sergio Ramos', 'Vezo', 'Ximo Navarro', 'Antunes'];[262.0, 195.0, 172.0];[11740000, 6390000, 3210000];['Luis Suárez', 'Maxi Gómez', 'Ángel Rodríguez'];[157.0];[2560000];['Asenjo'];[215.0, 214.0, 166.0, 138.0, 136.0, 104.0];[6860000, 6630000, 4720000, 3590000, 3040000, 300000];['Cazorla', 'Canales', 'Koke', 'Kroos', 'Casemiro', 'Wakaso'];2248.0;56810000
855;[178.0, 158.0, 148.0, 81.0];[5620000, 2980000, 2240000, 190000];['Hermoso', 'Siovas', 'Yuri', 'Moyano'];[428.0, 169.0, 87.0];[22790000, 3520000, 220000];['Messi', 'Ekambi', 'Sobrino'];[157.0];[2560000];['Asenjo'];[201.0, 138.0, 136.0, 117.0, 108.0, 87.0];[4620000, 3590000, 3040000, 2810000, 950000, 330000];['Jordan', 'Kroos', 'Casemiro', 'Banega', 'Dani García', 'Zurutuza'];2193.0;55460000
856;[178.0, 122.0, 166.0, 88.0];[5620000, 3240000, 2240000, 770000];['Hermoso', 'Varane', 'Nacho Martínez', 'Feddal'];[263.0, 246.0, 74.0];[10710000, 8320000, 1650000];['Benzema', 'Ben Yedder', 'Sandro'];[178.0];[3580000];['David Soria'];[184.0, 178.0, 166.0, 155.0, 109.0, 109.0];[6330000, 4790000, 4720000, 2790000, 1130000, 750000];['Lo Celso', 'Raúl García', 'Koke', 'Maksimovic', 'Toni Villa', 'Cheryshev'];2216.0;56640000
857;[200.0, 114.0, 141.0, 87.0];[6880000, 2980000, 1450000, 390000];['Jordi Alba', 'Garay', 'Araujo', 'Ramis'];[239.0, 246.0, 118.0];[9660000, 8320000, 1500000];['Borja Iglesias', 'Ben Yedder', 'Bacca'];[128.0];[3030000];['Vaclík'];[221.0, 144.0, 118.0, 148.0, 151.0, 129.0];[9560000, 7950000, 3000000, 2320000, 1790000, 1110000];['Morales', 'Guedes', 'Lemar', 'Óscar Rodríguez', 'Michel Herrero', 'Yokuslu'];2184.0;59940000
858;[154.0, 136.0, 133.0, 106.0];[3130000, 1670000, 1480000, 390000];['Hugo Mallo', 'Kiko Olivas', 'Maripán', 'Dídac Vilà'];[428.0, 246.0, 104.0];[22790000, 14610000, 3010000];['Messi', 'Iago Aspas', 'Munir'];[128.0];[3030000];['Vaclík'];[140.0, 118.0, 151.0, 101.0, 149.0, 65.0];[2880000, 2090000, 1790000, 580000, 380000, 160000];['Rochina', 'Pere Pons', 'Michel Herrero', 'Portillo', 'Moi Gómez', 'Hernán Pérez'];2159.0;57990000
859;[158.0, 130.0, 141.0, 112.0];[2980000, 2800000, 1450000, 1300000];['Siovas', 'Bartra', 'Araujo', 'Zaldua'];[263.0, 195.0, 104.0];[10710000, 6390000, 3010000];['Benzema', 'Maxi Gómez', 'Munir'];[157.0];[2560000];['Asenjo'];[214.0, 166.0, 176.0, 150.0, 136.0, 123.0];[6630000, 4720000, 3210000, 3090000, 3040000, 1940000];['Canales', 'Koke', 'Alcaraz', 'Bardhi', 'Casemiro', 'Coquelin'];2225.0;53830000
860;[122.0, 109.0, 86.0, 68.0];[3240000, 1280000, 1160000, 230000];['Varane', 'Coke', 'Naldo', 'Raúl Navas'];[428.0, 246.0, 169.0];[22790000, 8320000, 3520000];['Messi', 'Ben Yedder', 'Ekambi'];[148.0];[2200000];['Cuéllar'];[153.0, 174.0, 150.0, 138.0, 123.0, 127.0];[3800000, 3360000, 3090000, 2130000, 1940000, 1460000];['Orellana', 'Vidal', 'Bardhi', 'Arambarri', 'Coquelin', 'Rubén Pérez'];2241.0;58520000
861;[200.0, 133.0, 174.0, 133.0];[6880000, 3220000, 2440000, 1480000];['Jordi Alba', 'Iñigo Martínez', 'Rubén Peña', 'Maripán'];[244.0, 106.0, 140.0];[11150000, 5040000, 1190000];['Griezmann', 'Enric Gallego', 'Óscar Plano'];[178.0];[3580000];['David Soria'];[214.0, 163.0, 166.0, 138.0, 101.0, 149.0];[6630000, 5930000, 4720000, 3590000, 580000, 380000];['Canales', 'Modric', 'Koke', 'Kroos', 'Portillo', 'Moi Gómez'];2239.0;56810000
862;[154.0, 174.0, 114.0, 87.0];[3130000, 2440000, 750000, 390000];['Hugo Mallo', 'Rubén Peña', 'Rubén Duarte', 'Ramis'];[209.0, 157.0, 117.0];[7540000, 3440000, 3120000];['Williams', 'Gerard Moreno', 'Asensio'];[178.0];[3580000];['David Soria'];[255.0, 221.0, 195.0, 154.0, 127.0, 101.0];[11420000, 9560000, 5530000, 3170000, 1460000, 580000];['Parejo', 'Morales', 'Rakitic', 'Brais Méndez', 'Rubén Pérez', 'Portillo'];2243.0;56110000
863;[166.0, 135.0, 152.0, 71.0];[3040000, 2900000, 2550000, 150000];['Calero', 'Wass', 'Damián Suárez', 'Chema'];[428.0, 188.0, 169.0];[22790000, 7850000, 3520000];['Messi', 'Rodrigo', 'Ekambi'];[157.0];[2560000];['Asenjo'];[201.0, 174.0, 150.0, 98.0, 70.0, 53.0];[4620000, 3360000, 3230000, 1130000, 170000, 150000];['Jordan', 'Vidal', 'Melendo', 'Ceballos', 'Cáseres', 'Gumbau'];2212.0;58020000
864;[166.0, 166.0, 81.0, 71.0];[3040000, 2240000, 190000, 150000];['Calero', 'Nacho Martínez', 'Moyano', 'Chema'];[428.0, 239.0, 136.0];[22790000, 9660000, 3840000];['Messi', 'Borja Iglesias', 'Santi Mina'];[196.0];[6480000];['Oblak'];[194.0, 176.0, 175.0, 96.0, 101.0, 72.0];[4200000, 3210000, 2590000, 620000, 580000, 180000];['Campaña', 'Alcaraz', 'Joaquín', 'Beñat', 'Portillo', 'Brasanac'];2297.0;59770000
865;[145.0, 166.0, 174.0, 103.0];[3070000, 3040000, 2440000, 1830000];['Djené', 'Calero', 'Rubén Peña', 'Nelson Semedo'];[246.0, 244.0, 114.0];[8320000, 6560000, 1010000];['Ben Yedder', 'Jorge Molina', 'Correa'];[117.0];[1990000];['Rulli'];[255.0, 174.0, 133.0, 127.0, 129.0, 104.0];[11420000, 3360000, 1590000, 1460000, 1110000, 300000];['Parejo', 'Vidal', 'Granero', 'Rubén Pérez', 'Yokuslu', 'Wakaso'];2231.0;47500000
866;[174.0, 103.0, 133.0, 82.0];[2440000, 1830000, 1480000, 720000];['Rubén Peña', 'Nelson Semedo', 'Maripán', 'Capa'];[428.0, 188.0, 161.0];[22790000, 7850000, 3100000];['Messi', 'Rodrigo', 'En-Nesyri'];[173.0];[3610000];['Pacheco'];[195.0, 153.0, 137.0, 123.0, 109.0, 104.0];[5530000, 3800000, 2670000, 1940000, 1130000, 300000];['Rakitic', 'Orellana', 'Franco Vázquez', 'Coquelin', 'Toni Villa', 'Wakaso'];2263.0;59190000
867;[154.0, 174.0, 94.0, 85.0];[3130000, 2440000, 1800000, 480000];['Hugo Mallo', 'Rubén Peña', 'Diego Llorente', 'Javi López'];[428.0, 157.0, 185.0];[22790000, 3440000, 2500000];['Messi', 'Gerard Moreno', 'Charles'];[117.0];[1990000];['Rulli'];[184.0, 127.0, 174.0, 100.0, 156.0, 138.0];[6330000, 3430000, 3360000, 3050000, 2790000, 2130000];['Lo Celso', 'Carlos Soler', 'Vidal', 'Isco', 'Tello', 'Arambarri'];2273.0;59660000
868;[193.0, 154.0, 152.0, 99.0];[6390000, 3130000, 2550000, 630000];['Jesús Navas', 'Hugo Mallo', 'Damián Suárez', 'Sidnei'];[169.0, 126.0, 140.0];[3520000, 1260000, 1190000];['Ekambi', 'Loren', 'Óscar Plano'];[196.0];[6480000];['Oblak'];[215.0, 184.0, 178.0, 173.0, 149.0, 131.0];[6860000, 6330000, 4790000, 3570000, 3440000, 1850000];['Cazorla', 'Lo Celso', 'Raúl García', 'Marc Roca', 'Busquets', 'Ibai Gómez'];2259.0;51990000
869;[227.0, 148.0, 112.0, 77.0];[8360000, 2240000, 1300000, 220000];['Piqué', 'Yuri', 'Zaldua', 'Bruno González'];[244.0, 195.0, 185.0];[6560000, 6390000, 2500000];['Jorge Molina', 'Maxi Gómez', 'Charles'];[157.0];[2560000];['Asenjo'];[144.0, 178.0, 174.0, 150.0, 105.0, 118.0];[7950000, 4790000, 3360000, 3090000, 2380000, 660000];['Guedes', 'Raúl García', 'Vidal', 'Bardhi', 'Januzaj', 'Diop'];2214.0;52360000
870;[200.0, 166.0, 130.0, 81.0];[6880000, 3040000, 2800000, 190000];['Jordi Alba', 'Calero', 'Bartra', 'Moyano'];[262.0, 246.0, 117.0];[11740000, 8320000, 3120000];['Luis Suárez', 'Ben Yedder', 'Asensio'];[196.0];[6480000];['Oblak'];[173.0, 154.0, 164.0, 118.0, 148.0, 129.0];[3570000, 3420000, 3080000, 3000000, 2320000, 1110000];['Marc Roca', 'Saúl', 'Coutinho', 'Lemar', 'Óscar Rodríguez', 'Yokuslu'];2284.0;59070000
871;[135.0, 152.0, 143.0, 105.0];[2900000, 2550000, 1990000, 510000];['Wass', 'Damián Suárez', 'Miramón', 'Kjaer'];[244.0, 263.0, 114.0];[11150000, 10710000, 1010000];['Griezmann', 'Benzema', 'Correa'];[94.0];[1290000];['Herrerín'];[214.0, 194.0, 154.0, 164.0, 156.0, 109.0];[6630000, 4200000, 3170000, 3080000, 2790000, 750000];['Canales', 'Campaña', 'Brais Méndez', 'Coutinho', 'Tello', 'Cheryshev'];2241.0;52730000
872;[113.0, 67.0, 68.0, 66.0];[920000, 460000, 230000, 150000];['Jason', 'Nacho', 'Raúl Navas', 'Francis'];[428.0, 188.0, 172.0];[22790000, 7850000, 3110000];['Messi', 'Rodrigo', 'Sergi Enrich'];[148.0];[2200000];['Cuéllar'];[214.0, 178.0, 154.0, 176.0, 108.0, 119.0];[6630000, 4790000, 3420000, 3210000, 1300000, 610000];['Canales', 'Raúl García', 'Saúl', 'Alcaraz', 'Lobotka', 'Manu García'];2199.0;57670000
873;[200.0, 154.0, 166.0, 93.0];[6880000, 3130000, 2240000, 450000];['Jordi Alba', 'Hugo Mallo', 'Nacho Martínez', 'David López'];[428.0, 117.0, 172.0];[22790000, 3120000, 3110000];['Messi', 'Asensio', 'Sergi Enrich'];[178.0];[3580000];['David Soria'];[184.0, 176.0, 113.0, 108.0, 118.0, 56.0];[6330000, 3210000, 1270000, 950000, 660000, 150000];['Lo Celso', 'Alcaraz', 'Guardado', 'Dani García', 'Diop', 'Anuar'];2263.0;57870000
874;[169.0, 114.0, 135.0, 55.0];[4540000, 2980000, 2900000, 150000];['Gayà', 'Garay', 'Wass', 'Roncaglia'];[428.0, 165.0, 169.0];[22790000, 5000000, 3520000];['Messi', 'Willian José', 'Ekambi'];[178.0];[3580000];['David Soria'];[201.0, 152.0, 148.0, 125.0, 104.0, 96.0];[4620000, 2650000, 2320000, 2240000, 990000, 620000];['Jordan', 'Thomas', 'Óscar Rodríguez', 'William Carvalho', 'Lucas Vázquez', 'Beñat'];2239.0;58900000
875;[151.0, 158.0, 143.0, 90.0];[4960000, 2980000, 1990000, 1340000];['Sergio Ramos', 'Siovas', 'Miramón', 'Vezo'];[428.0, 136.0, 172.0];[22790000, 3150000, 3110000];['Messi', 'Gameiro', 'Sergi Enrich'];[167.0];[4720000];['Ter Stegen'];[201.0, 171.0, 176.0, 125.0, 119.0, 56.0];[4620000, 3780000, 3210000, 1570000, 610000, 150000];['Jordan', 'Darder', 'Alcaraz', 'Tomás Pina', 'Manu García', 'Anuar'];2293.0;58980000
876;[94.0, 141.0, 125.0, 104.0];[1800000, 1450000, 1190000, 290000];['Diego Llorente', 'Araujo', 'Carriço', 'Arbilla'];[428.0, 172.0, 110.0];[22790000, 3110000, 2650000];['Messi', 'Sergi Enrich', 'Juanmi'];[173.0];[3610000];['Pacheco'];[214.0, 138.0, 178.0, 166.0, 73.0, 149.0];[6630000, 5080000, 4790000, 4720000, 590000, 380000];['Canales', 'Chukwueze', 'Raúl García', 'Koke', 'Boudebouz', 'Moi Gómez'];2265.0;59080000
877;[178.0, 154.0, 143.0, 105.0];[5620000, 3130000, 1990000, 510000];['Hermoso', 'Hugo Mallo', 'Miramón', 'Kjaer'];[246.0, 179.0, 169.0];[14610000, 3990000, 3520000];['Iago Aspas', 'Dembélé', 'Ekambi'];[173.0];[3610000];['Pacheco'];[184.0, 140.0, 137.0, 129.0, 69.0, 149.0];[6330000, 2880000, 2670000, 1110000, 550000, 380000];['Lo Celso', 'Rochina', 'Franco Vázquez', 'Yokuslu', 'Vitolo', 'Moi Gómez'];2155.0;50900000
878;[193.0, 179.0, 166.0, 105.0];[6390000, 3200000, 3040000, 510000];['Jesús Navas', 'Cote', 'Calero', 'Kjaer'];[210.0, 244.0, 161.0];[8310000, 6560000, 3100000];['Oyarzabal', 'Jorge Molina', 'En-Nesyri'];[167.0];[4720000];['Ter Stegen'];[221.0, 201.0, 175.0, 148.0, 129.0, 83.0];[9560000, 4620000, 2590000, 2320000, 1110000, 210000];['Morales', 'Jordan', 'Joaquín', 'Óscar Rodríguez', 'Yokuslu', 'Vesga'];2382.0;56240000
879;[227.0, 154.0, 125.0, 99.0];[8360000, 3130000, 1190000, 630000];['Piqué', 'Hugo Mallo', 'Carriço', 'Sidnei'];[428.0, 126.0, 73.0];[22790000, 1260000, 190000];['Messi', 'Loren', 'Kike García'];[167.0];[4720000];['Ter Stegen'];[214.0, 150.0, 118.0, 127.0, 113.0, 73.0];[6630000, 3230000, 2090000, 1460000, 1270000, 590000];['Canales', 'Melendo', 'Pere Pons', 'Rubén Pérez', 'Guardado', 'Boudebouz'];2194.0;57540000
880;[123.0, 133.0, 120.0, 84.0];[3210000, 1840000, 1820000, 270000];['Sergi Roberto', 'Funes Mori', 'Yeray', 'Toño García'];[428.0, 169.0, 157.0];[22790000, 3520000, 3440000];['Messi', 'Ekambi', 'Gerard Moreno'];[150.0];[2810000];['Masip'];[255.0, 173.0, 137.0, 133.0, 96.0, 47.0];[11420000, 3570000, 2670000, 1660000, 620000, 150000];['Parejo', 'Marc Roca', 'Franco Vázquez', 'Escalante', 'Beñat', 'Burgui'];2205.0;59790000
881;[133.0, 136.0, 113.0, 119.0];[3220000, 1670000, 920000, 900000];['Iñigo Martínez', 'Kiko Olivas', 'Jason', 'Sergi Gómez'];[244.0, 263.0, 166.0];[11150000, 10710000, 5200000];['Griezmann', 'Benzema', 'Portu'];[173.0];[3610000];['Pacheco'];[163.0, 162.0, 154.0, 150.0, 156.0, 125.0];[5930000, 4120000, 3420000, 3230000, 2790000, 1570000];['Modric', 'Muniain', 'Saúl', 'Melendo', 'Tello', 'Tomás Pina'];2257.0;58440000
882;[151.0, 133.0, 117.0, 82.0];[4960000, 1840000, 1550000, 720000];['Sergio Ramos', 'Funes Mori', 'Aritz Elustondo', 'Capa'];[262.0, 244.0, 114.0];[11740000, 6560000, 1010000];['Luis Suárez', 'Jorge Molina', 'Correa'];[157.0];[2560000];['Asenjo'];[255.0, 194.0, 171.0, 164.0, 117.0, 125.0];[11420000, 4200000, 3780000, 3080000, 2810000, 1570000];['Parejo', 'Campaña', 'Darder', 'Coutinho', 'Banega', 'Tomás Pina'];2286.0;57800000
883;[166.0, 148.0, 141.0, 125.0];[3040000, 2240000, 1450000, 1190000];['Calero', 'Yuri', 'Araujo', 'Carriço'];[262.0, 87.0, 179.0];[11740000, 7340000, 4670000];['Luis Suárez', 'Vinícius', 'Ezequiel Ávila'];[196.0];[6480000];['Oblak'];[215.0, 140.0, 156.0, 152.0, 127.0, 56.0];[6860000, 3250000, 2790000, 2650000, 1460000, 150000];['Cazorla', 'Cucurella', 'Tello', 'Thomas', 'Rubén Pérez', 'Anuar'];2150.0;55310000
884;[145.0, 174.0, 73.0, 92.0];[3070000, 2440000, 200000, 180000];['Djené', 'Rubén Peña', 'Víctor Ruiz', 'Antoñito'];[428.0, 209.0, 172.0];[22790000, 7540000, 3210000];['Messi', 'Williams', 'Ángel Rodríguez'];[196.0];[6480000];['Oblak'];[171.0, 154.0, 129.0, 113.0, 101.0, 47.0];[3780000, 3170000, 3020000, 1270000, 580000, 150000];['Darder', 'Brais Méndez', 'Mikel Merino', 'Guardado', 'Portillo', 'Burgui'];2204.0;57880000
885;[170.0, 131.0, 122.0, 99.0];[3330000, 1940000, 1100000, 770000];['Laguardia', 'Pedraza', 'Ximo Navarro', 'Héctor Moreno'];[428.0, 209.0, 136.0];[22790000, 7540000, 3150000];['Messi', 'Williams', 'Gameiro'];[178.0];[3580000];['David Soria'];[178.0, 138.0, 174.0, 129.0, 101.0, 52.0];[4790000, 3590000, 3360000, 1110000, 580000, 150000];['Raúl García', 'Kroos', 'Vidal', 'Yokuslu', 'Portillo', 'Córdoba'];2245.0;57780000
886;[123.0, 179.0, 166.0, 82.0];[3210000, 3200000, 3040000, 720000];['Sergi Roberto', 'Cote', 'Calero', 'Capa'];[244.0, 172.0, 185.0];[6560000, 3210000, 2500000];['Jorge Molina', 'Ángel Rodríguez', 'Charles'];[196.0];[6480000];['Oblak'];[215.0, 214.0, 138.0, 176.0, 82.0, 72.0];[6860000, 6630000, 5080000, 3210000, 240000, 180000];['Cazorla', 'Canales', 'Chukwueze', 'Alcaraz', 'Medrán', 'Brasanac'];2244.0;51120000
887;[166.0, 158.0, 114.0, 78.0];[3040000, 2340000, 750000, 180000];['Calero', 'Mandi', 'Rubén Duarte', 'Rodrigo Tarín'];[428.0, 188.0, 165.0];[22790000, 7850000, 5000000];['Messi', 'Rodrigo', 'Willian José'];[178.0];[3580000];['David Soria'];[194.0, 154.0, 175.0, 105.0, 133.0, 68.0];[4200000, 3170000, 2590000, 2380000, 1660000, 160000];['Campaña', 'Brais Méndez', 'Joaquín', 'Januzaj', 'Escalante', 'Víctor Sánchez'];2304.0;59690000
888;[178.0, 130.0, 143.0, 122.0];[5620000, 2800000, 1990000, 1100000];['Hermoso', 'Bartra', 'Miramón', 'Ximo Navarro'];[244.0, 136.0, 39.0];[11150000, 3150000, 2570000];['Griezmann', 'Gameiro', 'Diego Costa'];[167.0];[4720000];['Ter Stegen'];[195.0, 201.0, 194.0, 173.0, 129.0, 125.0];[5530000, 4620000, 4200000, 3570000, 3020000, 1570000];['Rakitic', 'Jordan', 'Campaña', 'Marc Roca', 'Mikel Merino', 'Tomás Pina'];2176.0;55610000
889;[200.0, 123.0, 131.0, 113.0];[6880000, 3210000, 1940000, 920000];['Jordi Alba', 'Sergi Roberto', 'Pedraza', 'Jason'];[263.0, 209.0, 195.0];[10710000, 6440000, 6390000];['Benzema', 'Jaime Mata', 'Maxi Gómez'];[178.0];[3580000];['David Soria'];[195.0, 171.0, 174.0, 150.0, 152.0, 100.0];[5530000, 3780000, 3360000, 3230000, 2650000, 690000];['Rakitic', 'Darder', 'Vidal', 'Melendo', 'Thomas', 'Roque Mesa'];2354.0;59310000
890;[178.0, 120.0, 95.0, 114.0];[5620000, 1820000, 850000, 750000];['Hermoso', 'Yeray', 'De Marcos', 'Rubén Duarte'];[428.0, 209.0, 73.0];[22790000, 7540000, 190000];['Messi', 'Williams', 'Kike García'];[196.0];[6480000];['Oblak'];[156.0, 175.0, 138.0, 123.0, 131.0, 104.0];[2790000, 2590000, 2130000, 1940000, 1850000, 990000];['Tello', 'Joaquín', 'Arambarri', 'Coquelin', 'Ibai Gómez', 'Lucas Vázquez'];2240.0;58330000
891;[193.0, 169.0, 135.0, 99.0];[6390000, 4540000, 2900000, 630000];['Jesús Navas', 'Gayà', 'Wass', 'Sidnei'];[244.0, 126.0, 114.0];[6560000, 1840000, 1010000];['Jorge Molina', 'Bale', 'Correa'];[196.0];[6480000];['Oblak'];[214.0, 138.0, 138.0, 173.0, 164.0, 98.0];[6630000, 5080000, 3590000, 3570000, 3080000, 1130000];['Canales', 'Chukwueze', 'Kroos', 'Marc Roca', 'Coutinho', 'Ceballos'];2201.0;53430000
892;[179.0, 148.0, 124.0, 87.0];[3200000, 2240000, 1850000, 170000];['Cote', 'Yuri', 'Bernardo', 'Oliveira'];[263.0, 185.0, 118.0];[10710000, 2500000, 1500000];['Benzema', 'Charles', 'Bacca'];[117.0];[1990000];['Rulli'];[221.0, 201.0, 174.0, 164.0, 140.0, 156.0];[9560000, 4620000, 3360000, 3080000, 2880000, 2790000];['Morales', 'Jordan', 'Vidal', 'Coutinho', 'Rochina', 'Tello'];2277.0;50450000
893;[124.0, 141.0, 60.0, 68.0];[1850000, 1450000, 180000, 150000];['Bernardo', 'Araujo', 'Cabaco', 'Postigo'];[428.0, 209.0, 161.0];[22790000, 6440000, 3100000];['Messi', 'Jaime Mata', 'En-Nesyri'];[94.0];[1290000];['Herrerín'];[163.0, 153.0, 173.0, 156.0, 155.0, 125.0];[5930000, 3800000, 3570000, 2790000, 2790000, 1570000];['Modric', 'Orellana', 'Marc Roca', 'Tello', 'Maksimovic', 'Tomás Pina'];2210.0;57700000
894;[114.0, 152.0, 148.0, 92.0];[2980000, 2550000, 2240000, 180000];['Garay', 'Damián Suárez', 'Yuri', 'Antoñito'];[428.0, 246.0, 185.0];[22790000, 14610000, 2500000];['Messi', 'Iago Aspas', 'Charles'];[178.0];[3580000];['David Soria'];[140.0, 118.0, 119.0, 149.0, 64.0, 104.0];[3250000, 2090000, 610000, 380000, 350000, 300000];['Cucurella', 'Pere Pons', 'Manu García', 'Moi Gómez', 'Sergio Álvarez Díaz', 'Wakaso'];2237.0;58410000
895;[169.0, 158.0, 113.0, 66.0];[4540000, 2980000, 920000, 150000];['Gayà', 'Siovas', 'Jason', 'Francis'];[262.0, 209.0, 179.0];[11740000, 7540000, 4670000];['Luis Suárez', 'Williams', 'Ezequiel Ávila'];[157.0];[2560000];['Asenjo'];[214.0, 201.0, 127.0, 154.0, 105.0, 113.0];[6630000, 4620000, 3430000, 3170000, 2380000, 1270000];['Canales', 'Jordan', 'Carlos Soler', 'Brais Méndez', 'Januzaj', 'Guardado'];2227.0;56600000
896;[170.0, 135.0, 174.0, 84.0];[3330000, 2900000, 2440000, 270000];['Laguardia', 'Wass', 'Rubén Peña', 'Toño García'];[161.0, 155.0, 126.0];[3100000, 1890000, 1260000];['En-Nesyri', 'Roger', 'Loren'];[178.0];[3580000];['David Soria'];[255.0, 221.0, 178.0, 171.0, 138.0, 156.0];[11420000, 9560000, 4790000, 3780000, 3590000, 2790000];['Parejo', 'Morales', 'Raúl García', 'Darder', 'Kroos', 'Tello'];2302.0;54700000
897;[136.0, 141.0, 119.0, 126.0];[1670000, 1450000, 900000, 370000];['Kiko Olivas', 'Araujo', 'Sergi Gómez', 'Antunes'];[428.0, 263.0, 140.0];[22790000, 10710000, 1190000];['Messi', 'Benzema', 'Óscar Plano'];[178.0];[3580000];['David Soria'];[184.0, 174.0, 150.0, 129.0, 75.0, 82.0];[6330000, 3360000, 3090000, 3020000, 1130000, 240000];['Lo Celso', 'Vidal', 'Bardhi', 'Mikel Merino', 'Melero', 'Medrán'];2325.0;59830000
